neg_log_10_p_val,var,CHR,Position,Gene,alias,Kegg_Pathway
2.394,cg11674933,1,36948313,ENSG00000119535,CSF3R,Pathways in cancer;Hematopoietic cell lineage;Jak-STAT signaling pathway;PI3K-Akt signaling pathway;Cytokine-cytokine receptor interaction
2.27,cg08901564,1,37808752,-,,nan
2.283,cg25235094,1,38204968,ENSG00000183317,EPHA10,nan
2.292,cg03496257,1,38312769,ENSG00000188786,MTF1,nan
3.099,cg26672376,1,38481965,ENSG00000183520,UTP11,nan
3.06,cg08746817,1,38590956,-,,nan
2.49,cg04730961,1,39193634,-,,nan
2.696,cg06780308,1,39265808,-,,nan
2.869,cg23979027,1,39321994,ENSG00000116954,RRAGC,mTOR signaling pathway;Autophagy - animal
2.599,cg01516282,1,39492474,ENSG00000168653,NDUFS5,Huntington's disease;Parkinson's disease;Alzheimer's disease;Non-alcoholic fatty liver disease (NAFLD);Metabolic pathways;Oxidative phosphorylation
2.294,cg24370375,1,39624920,ENSG00000127603,KIAA0754,nan
2.342,cg02769451,1,39826512,ENSG00000127603,KIAA0754,nan
2.225,cg22050564,1,40006671,ENSG00000182109,ENSG00000182109,nan
2.42,cg12425180,1,40033305,ENSG00000201457,SNORA55,nan
2.31,cg08541647,1,40347455,ENSG00000043514,TRIT1,Metabolic pathways
2.302,cg15244958,1,40415779,-,,nan
2.241,cg04922955,1,40423553,ENSG00000168389,MFSD2A,nan
2.832,cg24187019,1,40496648,-,,nan
2.433,cg03915704,1,40851486,ENSG00000084070,SMAP2,Endocytosis
2.445,cg05545266,1,40862240,ENSG00000084070,SMAP2,Endocytosis
2.302,cg05021121,1,40863166,ENSG00000084070,SMAP2,Endocytosis
2.701,cg26291601,1,41170927,ENSG00000066136,NFYC,Tuberculosis;Antigen processing and presentation
2.286,cg22291279,1,41208516,ENSG00000066136,NFYC,Tuberculosis;Antigen processing and presentation
2.409,cg08792177,1,41234579,ENSG00000066136,NFYC,Tuberculosis;Antigen processing and presentation
3.214,cg17089019,1,41343215,ENSG00000229528,ENSG00000229528,nan
2.341,cg17590083,1,41364730,-,,nan
2.415,cg12144121,1,41367690,-,,nan
2.223,cg10866548,1,41511511,ENSG00000010803,SCMH1,nan
2.982,cg19309616,1,41851836,ENSG00000204060,ENSG00000204060,nan
2.378,cg09635738,1,41889828,-,,nan
2.792,cg02634222,1,41944775,ENSG00000127129,EDN2,nan
2.263,cg19874515,1,41951809,ENSG00000127129,EDN2,nan
2.513,cg18938696,1,42086560,ENSG00000127124,HIVEP3,nan
2.326,cg25191304,1,42097792,ENSG00000127124,HIVEP3,nan
2.485,cg16523490,1,42115829,ENSG00000127124,HIVEP3,nan
2.28,cg24533227,1,42145514,ENSG00000127124,HIVEP3,nan
2.257,cg05718015,1,42237913,ENSG00000127124,HIVEP3,nan
2.407,cg22405962,1,42469173,ENSG00000127124,HIVEP3,nan
2.275,cg09899041,1,42506354,ENSG00000227538,ENSG00000227538,nan
2.931,cg02145259,1,42876652,ENSG00000177181,RIMKLA,"Metabolic pathways;Alanine, aspartate and glutamate metabolism"
3.513,cg00650876,1,43148058,ENSG00000065978,YBX1,nan
2.222,cg20313362,1,43158569,ENSG00000065978,YBX1,nan
2.486,cg08116724,1,43231631,ENSG00000117385,P3H1,nan
2.323,cg10144473,1,43473978,-,,nan
2.224,cg07857942,1,43488142,ENSG00000252803,,nan
2.388,cg07292199,1,43734674,ENSG00000179178,TMEM125,Aminoacyl-tRNA biosynthesis
2.962,cg13995746,1,43749951,ENSG00000253313,C1ORF210,Aminoacyl-tRNA biosynthesis
2.356,cg02990330,1,43751504,ENSG00000253313,C1ORF210,Aminoacyl-tRNA biosynthesis
2.957,cg11582369,1,43788427,ENSG00000066056,TIE1,Aminoacyl-tRNA biosynthesis
2.598,cg02157034,1,43959843,-,,nan
2.253,cg25095366,1,44010158,ENSG00000142949,PTPRF,Insulin resistance;Insulin signaling pathway;Adherens junction;Cell adhesion molecules (CAMs);Aminoacyl-tRNA biosynthesis
2.658,cg13235366,1,44032202,ENSG00000142949,PTPRF,Insulin resistance;Insulin signaling pathway;Adherens junction;Cell adhesion molecules (CAMs);Aminoacyl-tRNA biosynthesis
2.337,cg25219246,1,44053380,ENSG00000142949,PTPRF,Insulin resistance;Insulin signaling pathway;Adherens junction;Cell adhesion molecules (CAMs);Aminoacyl-tRNA biosynthesis
2.363,cg17170190,1,44445979,ENSG00000117410,ATP6V0B,Rheumatoid arthritis;Tuberculosis;Epithelial cell signaling in Helicobacter pylori infection;Vibrio cholerae infection;Synaptic vesicle cycle;Phagosome;Lysosome;Metabolic pathways;Oxidative phosphorylation
3.234,cg14563792,1,44479707,ENSG00000196517,SLC6A9,nan
2.483,cg04093149,1,44497595,ENSG00000196517,SLC6A9,nan
2.378,cg05542396,1,44525443,ENSG00000230615,ENSG00000230615,nan
2.551,cg23931658,1,44621035,ENSG00000200171,ENSG00000200171,nan
2.339,cg04486940,1,44727010,ENSG00000117419,ERI3,nan
2.354,cg18022893,1,44951225,ENSG00000187147,RNF220,nan
2.471,cg19623982,1,44951427,ENSG00000187147,RNF220,nan
2.461,cg08961248,1,45026634,ENSG00000187147,RNF220,nan
2.587,cg19692314,1,45042285,ENSG00000187147,RNF220,nan
2.486,cg09208328,1,45169116,ENSG00000198520,C1ORF228,nan
2.477,cg08037920,1,45189335,ENSG00000198520,C1ORF228,nan
3.072,cg17298989,1,45350531,ENSG00000070785,EIF2B3,Bile secretion;RNA transport;ABC transporters;Antifolate resistance
2.234,cg01836612,1,45976480,ENSG00000117450,PRDX1,Peroxisome
2.247,cg06989253,1,45976998,ENSG00000117450,PRDX1,Peroxisome
2.652,cg16582352,1,46030074,ENSG00000117448,AKR1A1,Metabolic pathways;Glycerolipid metabolism;Pentose and glucuronate interconversions;Glycolysis / Gluconeogenesis
2.251,cg10293481,1,46033828,ENSG00000117448,AKR1A1,Metabolic pathways;Glycerolipid metabolism;Pentose and glucuronate interconversions;Glycolysis / Gluconeogenesis
2.476,cg03133881,1,46467354,ENSG00000086015,MAST2,nan
2.249,cg27636432,1,46507275,ENSG00000117461,ENSG00000117461,nan
3.038,cg27651885,1,46668513,ENSG00000171357,LURAP1,nan
2.576,cg16610041,1,46859860,ENSG00000117480,FAAH,Retrograde endocannabinoid signaling
2.433,cg19899395,1,46959349,-,,nan
2.23,cg17946439,1,47077680,ENSG00000142961,MOB3C,nan
2.394,cg11816191,1,47213132,ENSG00000236476,ENSG00000236476,nan
2.533,cg00503298,1,47263713,ENSG00000142973,CYP4B1,nan
2.411,cg06961025,1,47366366,ENSG00000154198,CYP4Z2P,nan
2.687,cg07865275,1,47557245,ENSG00000186160,CYP4Z1,nan
2.626,cg17163737,1,47644999,ENSG00000162366,PDZK1IP1,nan
2.284,cg26523175,1,47656423,ENSG00000162366,PDZK1IP1,nan
2.343,cg23803206,1,47798847,ENSG00000162368,CMPK1,Metabolic pathways;Pyrimidine metabolism
2.221,cg17428085,1,47915008,-,,nan
2.921,cg17694101,1,48288894,ENSG00000269113,TRABD2B,nan
2.482,cg04588423,1,48380059,ENSG00000269113,TRABD2B,nan
2.498,cg20596765,1,48484386,-,,nan
2.357,cg17191367,1,50570612,ENSG00000162374,ELAVL4,nan
2.626,cg12835938,1,50927016,ENSG00000185104,FAF1,nan
2.407,cg10531339,1,51634267,-,,nan
2.481,cg16319115,1,52102901,ENSG00000117859,OSBPL9,nan
2.236,cg01556702,1,52110291,ENSG00000117859,OSBPL9,nan
2.434,cg06894469,1,52256024,ENSG00000117859,OSBPL9,nan
2.366,cg08705116,1,52682128,ENSG00000157077,ZFYVE9,TGF-beta signaling pathway;Endocytosis
2.532,cg01381805,1,53040388,ENSG00000236290,ENSG00000236290,nan
2.221,cg06232635,1,53054357,-,,nan
2.297,cg02453146,1,53068587,ENSG00000116157,GPX7,Thyroid hormone synthesis;Arachidonic acid metabolism;Glutathione metabolism
2.677,cg03330022,1,53072410,ENSG00000116157,GPX7,Thyroid hormone synthesis;Arachidonic acid metabolism;Glutathione metabolism
2.407,cg23995459,1,53191787,ENSG00000162378,ZYG11B,nan
2.802,cg24508475,1,53379056,ENSG00000121310,ECHDC2,nan
2.334,cg01823958,1,53557455,ENSG00000162383,SLC1A7,Glutamatergic synapse
2.793,cg21062267,1,53919748,-,,nan
2.274,cg25873615,1,54356260,ENSG00000058799,YIPF1,nan
2.344,cg09586583,1,54755153,ENSG00000157216,SSBP3,nan
2.675,cg05796686,1,54852036,ENSG00000157216,SSBP3,nan
2.43,cg11177235,1,55089182,ENSG00000162391,FAM151A,nan
2.338,cg00093794,1,55250817,ENSG00000006555,TTC22,nan
4.956,cg01147025,1,55457967,ENSG00000143001,TMEM61,nan
3.63,cg26897025,1,55459023,ENSG00000143001,TMEM61,nan
2.375,cg10302004,1,55794878,-,,nan
2.997,cg10392572,1,56046489,ENSG00000234810,ENSG00000234810,nan
2.878,cg19302183,1,56397400,ENSG00000230250,LINC01753,nan
2.326,cg08835033,1,57151884,ENSG00000162409,PRKAA2,Fluid shear stress and atherosclerosis;Hypertrophic cardiomyopathy (HCM);Non-alcoholic fatty liver disease (NAFLD);Insulin resistance;Glucagon signaling pathway;Oxytocin signaling pathway;Adipocytokine signaling pathway;Insulin signaling pathway;Circadian rhythm;Tight junction;Apelin signaling pathway;Longevity regulating pathway - multiple species;Longevity regulating pathway;AMPK signaling pathway;PI3K-Akt signaling pathway;mTOR signaling pathway;Autophagy - animal;FoxO signaling pathway
2.331,cg05374238,1,57285466,ENSG00000187889,C1ORF168,nan
2.375,cg11329371,1,59186580,ENSG00000222168,,nan
2.523,cg21117446,1,59554464,ENSG00000237352,ENSG00000237352,nan
3.846,cg04163847,1,59622594,ENSG00000224609,HSD52,nan
3.226,cg13108577,1,59664182,ENSG00000224609,HSD52,nan
3.039,cg13974615,1,60209701,ENSG00000172456,FGGY,nan
2.664,cg14192402,1,60217612,ENSG00000172456,FGGY,nan
2.544,cg21414842,1,61545075,ENSG00000162599,NFIA,nan
2.355,cg01659472,1,61617930,ENSG00000162599,NFIA,nan
2.96,cg16001865,1,61636722,ENSG00000162599,NFIA,nan
2.748,cg24403479,1,61970730,-,,nan
2.461,cg07426804,1,62303548,ENSG00000132849,PATJ,Tight junction;Hippo signaling pathway
2.223,cg19508464,1,62744697,ENSG00000132854,KANK4,nan
2.55,cg22394014,1,62916013,ENSG00000116641,DOCK7,nan
2.352,cg12882311,1,63201606,-,,nan
2.679,cg08621209,1,63529180,-,,nan
2.31,cg15832574,1,63901727,ENSG00000088035,ALG6,Metabolic pathways;N-Glycan biosynthesis
2.633,cg02167005,1,64013579,ENSG00000116652,ENSG00000116652,nan
3.191,cg17473712,1,64287452,ENSG00000185483,ROR1,nan
2.33,cg22801421,1,64446600,ENSG00000185483,ROR1,nan
2.976,cg14238919,1,65381747,ENSG00000162434,JAK1,Pancreatic cancer;Viral carcinogenesis;Pathways in cancer;Epstein-Barr virus infection;Herpes simplex infection;HTLV-I infection;Influenza A;Measles;Hepatitis B;Hepatitis C;Tuberculosis;Toxoplasmosis;Leishmaniasis;Th17 cell differentiation;Th1 and Th2 cell differentiation;Jak-STAT signaling pathway;NOD-like receptor signaling pathway;Signaling pathways regulating pluripotency of stem cells;Osteoclast differentiation;PI3K-Akt signaling pathway;EGFR tyrosine kinase inhibitor resistance
3.885,cg14460961,1,65386800,ENSG00000162434,JAK1,Pancreatic cancer;Viral carcinogenesis;Pathways in cancer;Epstein-Barr virus infection;Herpes simplex infection;HTLV-I infection;Influenza A;Measles;Hepatitis B;Hepatitis C;Tuberculosis;Toxoplasmosis;Leishmaniasis;Th17 cell differentiation;Th1 and Th2 cell differentiation;Jak-STAT signaling pathway;NOD-like receptor signaling pathway;Signaling pathways regulating pluripotency of stem cells;Osteoclast differentiation;PI3K-Akt signaling pathway;EGFR tyrosine kinase inhibitor resistance
2.269,cg13874405,1,65535056,ENSG00000231485,ENSG00000231485,nan
2.363,cg24691814,1,65673302,ENSG00000162433,AK4,Metabolic pathways;Thiamine metabolism;Purine metabolism
2.809,cg08462879,1,66458116,ENSG00000184588,PDE4B,Morphine addiction;cAMP signaling pathway;Purine metabolism
2.307,cg20214404,1,66741905,ENSG00000184588,PDE4B,Morphine addiction;cAMP signaling pathway;Purine metabolism
2.299,cg04872448,1,66760450,ENSG00000184588,PDE4B,Morphine addiction;cAMP signaling pathway;Purine metabolism
2.254,cg27168493,1,67636724,ENSG00000162594,IL23R,Inflammatory bowel disease (IBD);Th17 cell differentiation;Jak-STAT signaling pathway;Cytokine-cytokine receptor interaction
2.367,cg02566391,1,67805528,ENSG00000081985,IL12RB2,Inflammatory bowel disease (IBD);Th1 and Th2 cell differentiation;Jak-STAT signaling pathway;Cytokine-cytokine receptor interaction
2.356,cg04975399,1,67822225,ENSG00000081985,IL12RB2,Inflammatory bowel disease (IBD);Th1 and Th2 cell differentiation;Jak-STAT signaling pathway;Cytokine-cytokine receptor interaction
2.399,cg20222871,1,67929407,-,,nan
2.36,cg03143457,1,68214821,ENSG00000172380,GNG12,Pathways in cancer;Alcoholism;Morphine addiction;Regulation of actin cytoskeleton;Dopaminergic synapse;GABAergic synapse;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Apelin signaling pathway;PI3K-Akt signaling pathway;Chemokine signaling pathway;Ras signaling pathway;MAPK signaling pathway
3.135,cg09923626,1,68218335,ENSG00000172380,GNG12,Pathways in cancer;Alcoholism;Morphine addiction;Regulation of actin cytoskeleton;Dopaminergic synapse;GABAergic synapse;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Apelin signaling pathway;PI3K-Akt signaling pathway;Chemokine signaling pathway;Ras signaling pathway;MAPK signaling pathway
2.324,cg20790998,1,68290436,ENSG00000172380,GNG12,Pathways in cancer;Alcoholism;Morphine addiction;Regulation of actin cytoskeleton;Dopaminergic synapse;GABAergic synapse;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Apelin signaling pathway;PI3K-Akt signaling pathway;Chemokine signaling pathway;Ras signaling pathway;MAPK signaling pathway
2.338,cg08319489,1,68316289,ENSG00000232284,GNG12-AS1,nan
2.657,cg17387501,1,68452906,ENSG00000232284,GNG12-AS1,nan
3.571,cg20785031,1,69382373,-,,nan
2.568,cg07494719,1,75118361,ENSG00000178965,ERICH3,nan
4.376,cg15011301,1,75804800,ENSG00000137968,SLC44A5,Choline metabolism in cancer
3.22,cg20417424,1,77331940,ENSG00000117069,ST6GALNAC5,Metabolic pathways;Glycosphingolipid biosynthesis - ganglio series
2.223,cg14268471,1,77464562,ENSG00000117069,ST6GALNAC5,Metabolic pathways;Glycosphingolipid biosynthesis - ganglio series
2.591,cg21546950,1,77904032,ENSG00000154027,AK5,Metabolic pathways;Thiamine metabolism;Purine metabolism
2.737,cg22279260,1,78098028,ENSG00000036549,ZZZ3,nan
2.561,cg11602350,1,78137696,ENSG00000036549,ZZZ3,nan
2.488,cg25105688,1,78452127,ENSG00000162616,DNAJB4,nan
2.306,cg25288420,1,78511713,ENSG00000213561,ENSG00000213561,nan
2.836,cg03817685,1,78567411,ENSG00000137960,GIPC2,nan
2.698,cg10435609,1,78805320,ENSG00000122420,PTGFR,Neuroactive ligand-receptor interaction;Phospholipase D signaling pathway;Calcium signaling pathway
3.362,cg09582193,1,80840788,ENSG00000225598,ENSG00000225598,nan
2.586,cg09989659,1,81358784,-,,nan
2.272,cg20940026,1,81608603,-,,nan
2.395,cg17222682,1,82147424,ENSG00000117114,ADGRL2,nan
3.51,cg19485462,1,82278446,ENSG00000117114,ADGRL2,nan
2.287,cg09892671,1,82951578,-,,nan
3.243,cg16121822,1,83170341,-,,nan
2.29,cg20213024,1,83901269,-,,nan
2.586,cg10574897,1,85157183,ENSG00000117155,SSX2IP,Adherens junction
2.515,cg22510161,1,85300095,ENSG00000171517,LPAR3,Pathways in cancer;PI3K-Akt signaling pathway;Neuroactive ligand-receptor interaction;Phospholipase D signaling pathway;Rap1 signaling pathway
2.585,cg00522592,1,85457374,ENSG00000153898,MCOLN2,nan
2.234,cg01233392,1,85665444,ENSG00000097096,SYDE2,nan
2.842,cg00267919,1,87115905,ENSG00000153923,CLCA3P,nan
2.432,cg02577793,1,87174778,ENSG00000097033,SH3GLB1,Endocytosis;Autophagy - animal
2.789,cg12446637,1,87636203,ENSG00000267561,ENSG00000267561,nan
2.267,cg11743078,1,87646040,-,,nan
2.278,cg09655459,1,89872512,ENSG00000225492,GBP1P1,nan
2.271,cg06641366,1,90097604,ENSG00000271949,ENSG00000271949,nan
5.45,cg26233651,1,90137953,ENSG00000271949,ENSG00000271949,nan
2.263,cg09426571,1,90359917,ENSG00000171492,LRRC8D,nan
2.235,cg24362720,1,90423124,-,,nan
2.592,cg08133461,1,90423185,-,,nan
2.312,cg10887280,1,91000412,ENSG00000229201,ENSG00000229201,nan
3.246,cg06053935,1,91016772,-,,nan
2.241,cg06864431,1,92018950,-,,nan
2.766,cg15124897,1,92231141,ENSG00000069702,TGFBR3,nan
2.786,cg06978453,1,92583083,ENSG00000189195,ENSG00000189195,nan
2.274,cg03643143,1,93399212,ENSG00000154511,FAM69A,nan
2.227,cg21842609,1,93491390,ENSG00000222664,ENSG00000222664,nan
2.333,cg25964791,1,94057247,ENSG00000137936,BCAR3,nan
2.337,cg18185648,1,94561065,ENSG00000198691,ABCA4,ABC transporters
2.79,cg14097568,1,94792942,ENSG00000236098,ENSG00000236098,nan
2.936,cg19691147,1,95025873,-,,nan
2.43,cg26660461,1,95155557,ENSG00000224081,SLC44A3-AS1,nan
2.298,cg07982651,1,95449010,ENSG00000172339,ALG14,Metabolic pathways;N-Glycan biosynthesis
3.186,cg05792003,1,95582492,ENSG00000152078,TMEM56,nan
2.879,cg16586104,1,95873524,-,,nan
2.341,cg06793368,1,97477258,-,,nan
2.431,cg02805559,1,98069717,ENSG00000188641,DPYD,Metabolic pathways;Drug metabolism - other enzymes;Pantothenate and CoA biosynthesis;beta-Alanine metabolism;Pyrimidine metabolism
2.88,cg00331226,1,100110954,ENSG00000099260,PALMD,nan
2.266,cg14766198,1,100818374,ENSG00000079335,CDC14A,Cell cycle
2.415,cg23259435,1,101361387,ENSG00000162695,SLC30A7,nan
2.238,cg24535643,1,108029106,ENSG00000162631,NTNG1,Cell adhesion molecules (CAMs);Axon guidance
2.436,cg24950918,1,108113977,ENSG00000134215,VAV3,Regulation of actin cytoskeleton;Leukocyte transendothelial migration;Fc gamma R-mediated phagocytosis;Fc epsilon RI signaling pathway;B cell receptor signaling pathway;T cell receptor signaling pathway;Natural killer cell mediated cytotoxicity;Focal adhesion;Chemokine signaling pathway;cAMP signaling pathway
2.467,cg06698175,1,108230639,ENSG00000134215,VAV3,Regulation of actin cytoskeleton;Leukocyte transendothelial migration;Fc gamma R-mediated phagocytosis;Fc epsilon RI signaling pathway;B cell receptor signaling pathway;T cell receptor signaling pathway;Natural killer cell mediated cytotoxicity;Focal adhesion;Chemokine signaling pathway;cAMP signaling pathway
2.221,cg02968564,1,108232162,ENSG00000134215,VAV3,Regulation of actin cytoskeleton;Leukocyte transendothelial migration;Fc gamma R-mediated phagocytosis;Fc epsilon RI signaling pathway;B cell receptor signaling pathway;T cell receptor signaling pathway;Natural killer cell mediated cytotoxicity;Focal adhesion;Chemokine signaling pathway;cAMP signaling pathway
2.328,cg19828122,1,108282376,ENSG00000134215,VAV3,Regulation of actin cytoskeleton;Leukocyte transendothelial migration;Fc gamma R-mediated phagocytosis;Fc epsilon RI signaling pathway;B cell receptor signaling pathway;T cell receptor signaling pathway;Natural killer cell mediated cytotoxicity;Focal adhesion;Chemokine signaling pathway;cAMP signaling pathway
2.655,cg01422262,1,108506291,ENSG00000134215,VAV3,Regulation of actin cytoskeleton;Leukocyte transendothelial migration;Fc gamma R-mediated phagocytosis;Fc epsilon RI signaling pathway;B cell receptor signaling pathway;T cell receptor signaling pathway;Natural killer cell mediated cytotoxicity;Focal adhesion;Chemokine signaling pathway;cAMP signaling pathway
3.286,cg10465362,1,108536770,ENSG00000230489,ENSG00000230489,nan
2.486,cg06217451,1,108622363,-,,nan
2.852,cg13980930,1,108650461,-,,nan
2.684,cg25396301,1,109186314,ENSG00000162639,HENMT1,nan
2.503,cg08395640,1,109677325,ENSG00000116299,KIAA1324,nan
2.836,cg05048475,1,109926115,ENSG00000134243,SORT1,Neurotrophin signaling pathway;Lysosome
2.342,cg22747843,1,109936194,ENSG00000134243,SORT1,Neurotrophin signaling pathway;Lysosome
2.97,cg15699444,1,110162115,ENSG00000116337,AMPD2,Metabolic pathways;Purine metabolism
2.246,cg16009387,1,110171331,ENSG00000116337,AMPD2,Metabolic pathways;Purine metabolism
2.347,cg05113672,1,110358396,ENSG00000224927,ENSG00000224927,nan
2.542,cg10342156,1,110358680,-,,nan
2.229,cg09489980,1,110364600,-,,nan
2.36,cg00394488,1,110546262,ENSG00000168710,AHCYL1,Mineral absorption;Metabolic pathways;Cysteine and methionine metabolism
2.308,cg04698440,1,110575231,ENSG00000143093,STRIP1,nan
3.709,cg24905077,1,110583157,ENSG00000143093,STRIP1,nan
2.843,cg15055883,1,110583357,ENSG00000143093,STRIP1,nan
2.371,cg12966404,1,110592277,ENSG00000143093,STRIP1,nan
2.276,cg14951106,1,111031113,ENSG00000240194,CYMP,nan
2.361,cg01727273,1,111033881,ENSG00000240194,CYMP,nan
2.409,cg06272768,1,111259789,-,,nan
2.268,cg14767563,1,111496871,ENSG00000121931,LRIF1,nan
2.874,cg14833747,1,111681818,ENSG00000156171,DRAM2,nan
3.647,cg21942815,1,111727072,ENSG00000134255,CEPT1,Metabolic pathways;Ether lipid metabolism;Glycerophospholipid metabolism;Phosphonate and phosphinate metabolism
2.459,cg25847024,1,111991376,ENSG00000116455,WDR77,nan
2.252,cg21257503,1,112046304,ENSG00000121933,TMIGD3,nan
2.331,cg09797390,1,112263095,ENSG00000197852,LOC101928718,nan
2.796,cg12584935,1,112554181,-,,nan
2.385,cg07365071,1,113006721,ENSG00000134245,WNT2B,Breast cancer;Basal cell carcinoma;Proteoglycans in cancer;Pathways in cancer;HTLV-I infection;Melanogenesis;Signaling pathways regulating pluripotency of stem cells;Hippo signaling pathway;Wnt signaling pathway;mTOR signaling pathway
